id,case_no,status,firs,summary_en,primary_crime_type,latest_date
CASE_655,202600002,Pending Trial,"[""FIR_655""]","The victim was attacked with a corrosive substance by the accused near Gandhi Nagar, sustaining burn injuries.",Acid Attack,2026-02-02
CASE_656,202500002,Closed (False Case),"[""FIR_656""]",The complainant reported an incident related to sexual offences occurring near Temple Street. Investigation is underway to ascertain further facts.,Unnatural Offence,2025-03-24
CASE_657,202400001,Charge Sheeted,"[""FIR_657""]",The complainant stated that the accused has been following and contacting her repeatedly near College Road despite objection.,Stalking,2024-02-21
CASE_658,202600002,Charge Sheeted,"[""FIR_658""]","Unknown persons broke into the complainant's premises at Old Town at night and decamped with valuables worth Rs 44,000.",Burglary,2026-06-24
CASE_659,202400002,Closed (Undetected),"[""FIR_659""]",The accused attacked Nagaraj with a wooden stick near Church Street following a quarrel over a family dispute. The victim was rushed to hospital with grievous injuries.,Attempt to Murder,2024-09-13
CASE_660,202500004,Charge Sheeted,"[""FIR_660""]",The complainant reported that the accused forged signatures on documents related to a family dispute to gain wrongful benefit.,Forgery,2025-11-20
CASE_661,202500006,Under Investigation,"[""FIR_661""]",The complainant reported that a former business partner made unwelcome advances and passed lewd remarks towards her near Gandhi Nagar.,Sexual Harassment,2025-09-16
CASE_662,202600002,Charge Sheeted,"[""FIR_662""]","Unknown persons broke into the complainant's premises at Gandhi Nagar at night and decamped with valuables worth Rs 39,000.",Burglary,2026-07-09
CASE_663,202600005,Charge Sheeted,"[""FIR_663""]","A group of persons allegedly assembled unlawfully near Gandhi Nagar and engaged in rioting, causing damage to property.",Rioting,2026-02-07
CASE_664,202500003,Pending Trial,"[""FIR_664""]",The complainant reported that property documents related to land at College Road were forged by the accused.,Forged Documents,2025-08-10
CASE_665,202400001,Charge Sheeted,"[""FIR_665""]",The complainant's confidential business data was allegedly copied and misused by a former employee.,Data Theft,2024-04-07
CASE_666,202600004,Charge Sheeted,"[""FIR_666""]","A group of armed persons robbed the complainant's shop at Industrial Layout, decamping with cash and goods worth Rs 385,000.",Dacoity,2026-07-16
CASE_667,202400003,Under Investigation,"[""FIR_667""]",The complainant alleged repeated physical and mental harassment by his neighbour over dowry-related demands at their residence in Bus Stand Road.,Domestic Violence,2024-06-14
CASE_668,202400001,Pending Trial,"[""FIR_668""]","The complainant stated that his neighbour assaulted them near MG Road following an argument over a financial transaction, causing hurt.",Assault,2024-09-11
CASE_669,202500002,Charge Sheeted,"[""FIR_669""]","A group of armed persons robbed the complainant's shop at Ring Road, decamping with cash and goods worth Rs 434,000.",Dacoity,2025-09-23
CASE_670,202400010,Charge Sheeted,"[""FIR_670""]",The complainant reported an incident related to arms act offences occurring near Industrial Layout. Investigation is underway to ascertain further facts.,Illegal Arms Manufacturing,2024-09-04
CASE_671,202500001,Charge Sheeted,"[""FIR_671""]","The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 83,000 from the complainant's account.",Online Fraud,2025-07-30
CASE_672,202400011,Under Investigation,"[""FIR_672""]","Unknown persons broke into the complainant's premises at Station Road at night and decamped with valuables worth Rs 234,000.",Burglary,2024-10-12
CASE_673,202600001,Pending Trial,"[""FIR_673""]",The complainant's confidential business data was allegedly copied and misused by a former employee.,Data Theft,2026-02-18
CASE_674,202400003,Pending Trial,"[""FIR_674""]",Information was received regarding a minor being transported from Railway Station Road allegedly for trafficking purposes; the child was rescued.,Child Trafficking,2024-07-22
CASE_675,202500002,Under Investigation,"[""FIR_675""]",The accused was apprehended near Station Road while allegedly peddling narcotic substances to local youth.,Drug Peddling,2025-08-03
CASE_676,202500003,Charge Sheeted,"[""FIR_676""]","The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards New Extension.",Chain Snatching,2025-10-07
CASE_677,202400004,Under Investigation,"[""FIR_677""]","The complainant reported that unknown persons broke into their house at Gandhi Nagar and stole gold jewellery worth Rs 411,000 and cash. The incident occurred while the family was away.",Theft,2024-09-04
CASE_678,202500001,Charge Sheeted,"[""FIR_678""]",The complainant stated that the accused has been following and contacting her repeatedly near Church Street despite objection.,Stalking,2025-05-30
CASE_679,202500003,Under Investigation,"[""FIR_679""]","The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 288,000.",Identity Theft,2025-04-04
CASE_680,202400001,Charge Sheeted,"[""FIR_680""]","The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 100,000 from the complainant's account.",Online Fraud,2024-04-08
CASE_681,202600002,Closed (Undetected),"[""FIR_681""]","The complainant paid an advance of Rs 20,000 to the accused for past enmity which was never delivered as promised.",Cheating,2026-05-30
CASE_682,202600001,Under Investigation,"[""FIR_682""]","The complainant paid an advance of Rs 172,000 to the accused for a financial transaction which was never delivered as promised.",Cheating,2026-04-22
CASE_683,202500004,Abated,"[""FIR_683""]","The complainant alleged that the accused, entrusted with funds of Rs 257,000 for an extramarital affair suspicion, misappropriated the amount.",Criminal Breach of Trust,2025-08-24
CASE_684,202500002,Pending Trial,"[""FIR_684""]","Unknown persons broke into the complainant's premises at Gandhi Nagar at night and decamped with valuables worth Rs 108,000.",Burglary,2025-08-20
CASE_685,202600003,Pending Trial,"[""FIR_685""]","The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 96,000 from the complainant's account.",Online Fraud,2026-06-04
CASE_686,202600001,Under Investigation,"[""FIR_686""]",The complainant reported that their motorcycle parked near Gandhi Nagar was stolen overnight. The vehicle was not recovered at the time of registration.,Vehicle Theft,2026-03-23
CASE_687,202500001,Pending Trial,"[""FIR_687""]","The complainant reported that unknown persons broke into their house at College Road and stole gold jewellery worth Rs 51,000 and cash. The incident occurred while the family was away.",Theft,2025-02-05
CASE_688,202400003,Convicted,"[""FIR_688""]",The victim Suresh died under suspicious circumstances at her matrimonial home. The complainant alleges harassment for dowry by a former business partner.,Dowry Death,2024-07-15
CASE_689,202600001,Charge Sheeted,"[""FIR_689""]","Unknown persons broke into the complainant's premises at Ring Road at night and decamped with valuables worth Rs 101,000.",Burglary,2026-03-02
CASE_690,202500003,Under Investigation,"[""FIR_690""]",The complainant was robbed of cash and a mobile phone by unidentified persons near College Road at knife-point.,Robbery,2025-07-10
CASE_691,202600006,Under Investigation,"[""FIR_691""]",The complainant was robbed of cash and a mobile phone by unidentified persons near Old Town at knife-point.,Robbery,2026-06-14
CASE_692,202400003,Under Investigation,"[""FIR_692""]","The complainant stated that a known acquaintance assaulted them near APMC Yard following an argument over past enmity, causing hurt.",Assault,2024-06-26
CASE_693,202500006,Convicted,"[""FIR_693""]","The complainant clicked a fraudulent link received via SMS and lost Rs 160,000 from their bank account.",Phishing,2025-03-28
CASE_694,202600003,Under Investigation,"[""FIR_694""]",The complainant was robbed of cash and a mobile phone by unidentified persons near Main Bazaar at knife-point.,Robbery,2026-01-17
CASE_695,202400003,Convicted,"[""FIR_695""]",The complainant was robbed of cash and a mobile phone by unidentified persons near Main Bazaar at knife-point.,Robbery,2024-10-21
CASE_696,202500005,Under Investigation,"[""FIR_696""]","The complainant reported that Kavya was found dead with injuries near Station Road, allegedly assaulted by her in-laws following a dispute over a financial transaction.",Murder,2025-08-15
CASE_697,202500003,Charge Sheeted,"[""FIR_697""]","The complainant stated that a former business partner assaulted them near Station Road following an argument over past enmity, causing hurt.",Assault,2025-05-29
CASE_698,202500007,Closed (False Case),"[""FIR_698""]","The complainant reported that unknown persons broke into their house at Market area and stole gold jewellery worth Rs 171,000 and cash. The incident occurred while the family was away.",Theft,2025-03-30
CASE_699,202400002,Closed (False Case),"[""FIR_699""]","The complainant, a woman walking near Railway Station Road, reported that two men on a motorcycle snatched her gold chain and sped away towards APMC Yard.",Chain Snatching,2024-05-16
CASE_700,202400002,Under Investigation,"[""FIR_700""]",The complainant reported an incident related to crimes against children occurring near College Road. Investigation is underway to ascertain further facts.,Child Labour,2024-02-05
CASE_701,202400006,Under Investigation,"[""FIR_701""]",The accused was found driving under the influence of alcohol near APMC Yard and was apprehended by a police patrol.,Drunken Driving,2024-04-09
CASE_702,202400001,Compromised,"[""FIR_702""]",The complainant reported an incident related to crimes related to documents/property occurring near Gandhi Nagar. Investigation is underway to ascertain further facts.,Land Fraud,2024-12-16
CASE_703,202400012,Pending Trial,"[""FIR_703""]","The complainant alleged that the accused, entrusted with funds of Rs 288,000 for land boundary issues, misappropriated the amount.",Criminal Breach of Trust,2024-11-07
CASE_704,202400004,Charge Sheeted,"[""FIR_704""]",The accused was apprehended near Ring Road while allegedly peddling narcotic substances to local youth.,Drug Peddling,2024-03-18
CASE_705,202400013,Under Investigation,"[""FIR_705""]",The complainant alleged repeated physical and mental harassment by a former business partner over dowry-related demands at their residence in Bus Stand Road.,Domestic Violence,2024-09-26
